Customer ID,Year,Quarter,Survey Date,Response Date,How likely are you to recommend insider to a friend or colleague ,How would you rate the value you gain from our company,How frequently are you using our platform,Please rate the overall quality of our products,Please rate the usability of the panel,Please rate your understanding of our reporting capabilities in the panel
CUS-1472300,2022,3,2022-07-01,2022-08-08,8,4,Once a Day,4,5.0,I am able to report everything easily
CUS-1472300,2022,3,2022-07-01,2022-09-07,8,4,Once a Week,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1472300,2022,3,2022-07-01,2022-09-15,7,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1501250,2022,3,2022-07-01,2022-09-19,7,4,Once a Week,3,4.0,I tried but could not find everything I need
CUS-1501250,2022,1,2022-01-01,2022-02-01,8,4,Once a Week,3,4.0,I am able to report everything easily
CUS-1501250,2022,3,2022-07-01,2022-09-19,8,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-151150,2022,1,2022-01-01,2022-03-01,8,4,Once a Day,4,4.0,I am able to report everything easily
CUS-151150,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,4.0,I am able to report everything easily
CUS-151150,2022,3,2022-07-01,2022-08-23,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1446550,2022,2,2022-04-01,2022-06-24,8,4,Once a Day,4,4.0,I don't use it often
CUS-1462300,2022,2,2022-04-01,2022-05-17,10,4,Once a Day,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1462300,2022,3,2022-07-01,2022-09-01,10,5,Once a Day,5,5.0,"I can pull all the numbers, but don't understand them"
CUS-1462300,2022,2,2022-04-01,2022-05-31,10,5,Once a Day,4,4.0,I am able to report everything easily
CUS-314750,2022,3,2022-07-01,2022-09-09,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-314750,2022,3,2022-07-01,2022-09-09,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-314750,2022,1,2022-01-01,2022-03-30,10,5,Once a Day,5,3.0,"I can pull all the numbers, but don't understand them"
CUS-314750,2022,1,2022-01-01,2022-03-30,8,5,Once a Week,4,4.0,I tried but could not find everything I need
CUS-1526150,2022,2,2022-04-01,2022-06-13,7,4,Once a Day,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1526150,2022,3,2022-07-01,2022-09-27,10,4,Once a Week,5,5.0,I am able to report everything easily
CUS-155800,2022,1,2022-01-01,2022-03-01,10,5,Once a Month,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-155800,2022,2,2022-04-01,2022-06-28,10,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-155800,2022,3,2022-07-01,2022-07-05,10,5,Once a Month,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-155800,2022,3,2022-07-01,2022-08-11,8,4,Once a Month,3,2.0,"I can pull all the numbers, but don't understand them"
CUS-1496700,2022,2,2022-04-01,2022-06-23,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1496700,2022,3,2022-07-01,2022-07-06,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1496700,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,4,4.0,I tried but could not find everything I need
CUS-1496700,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,4,4.0,I tried but could not find everything I need
CUS-1496700,2022,2,2022-04-01,2022-06-28,9,5,Once a Week,4,4.0,I tried but could not find everything I need
CUS-1496700,2022,3,2022-07-01,2022-09-29,9,5,Once a Day,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-304750,2022,3,2022-07-01,2022-09-28,10,5,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-304750,2022,3,2022-07-01,2022-08-22,4,4,Once a Week,3,4.0,I am able to report everything easily
CUS-807100,2022,1,2022-01-01,2022-02-01,7,5,Once a Day,4,,I don't use it often
CUS-807100,2022,1,2022-01-01,2022-03-21,7,5,Once a Day,4,,I don't use it often
CUS-806850,2022,2,2022-04-01,2022-06-09,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-807100,2022,3,2022-07-01,2022-09-05,4,3,Once a Day,3,3.0,I tried but could not find everything I need
CUS-199600,2022,1,2022-01-01,2022-03-01,8,4,Once a Day,4,4.0,I am able to report everything easily
CUS-199600,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1206000,2022,3,2022-07-01,2022-09-02,10,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1206000,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1206000,2022,3,2022-07-01,2022-07-19,10,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1487750,2022,2,2022-04-01,2022-06-28,8,4,Once a Day,4,5.0,I don't use it often
CUS-627000,2022,1,2022-01-01,2022-03-01,3,3,Once a Day,3,4.0,I need someone from Insider team to provide me the report from the panel
CUS-627000,2022,1,2022-01-01,2022-03-01,6,3,Once a Day,3,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1450850,2022,1,2022-01-01,2022-03-01,8,3,Once a Day,3,2.0,I don't use it often
CUS-1450850,2022,1,2022-01-01,2022-03-21,8,3,Once a Day,3,2.0,I don't use it often
CUS-1482700,2022,2,2022-04-01,2022-06-06,7,2,Once a Month,4,3.0,I am able to report everything easily
CUS-1518200,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1518200,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1518200,2022,3,2022-07-01,2022-09-27,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-160550,2022,1,2022-01-01,2022-03-31,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-160550,2022,3,2022-07-01,2022-07-05,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-160550,2022,3,2022-07-01,2022-08-05,7,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-160550,2022,1,2022-01-01,2022-03-28,8,4,Once a Month,4,3.0,I tried but could not find everything I need
CUS-1450100,2022,3,2022-07-01,2022-08-22,6,3,Once a Week,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1450100,2022,2,2022-04-01,2022-05-23,10,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1450100,2022,3,2022-07-01,2022-08-17,8,4,Once a Week,4,4.0,I don't use it often
CUS-1484500,2022,3,2022-07-01,2022-09-26,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1484500,2022,3,2022-07-01,2022-09-27,9,4,Once a Day,3,3.0,I tried but could not find everything I need
CUS-166150,2022,3,2022-07-01,2022-09-19,10,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-166150,2022,1,2022-01-01,2022-03-20,10,5,Once a Week,5,5.0,I don't use it often
CUS-166150,2022,3,2022-07-01,2022-08-15,10,5,Once a Week,5,5.0,I don't use it often
CUS-166700,2022,3,2022-07-01,2022-09-06,9,3,Once a Day,3,4.0,"I can pull all the numbers, but don't understand them"
CUS-166700,2022,1,2022-01-01,2022-03-31,9,5,Once a Week,5,4.0,I tried but could not find everything I need
CUS-1455650,2022,1,2022-01-01,2022-03-01,5,3,Once a Week,3,3.0,I tried but could not find everything I need
CUS-1455650,2022,1,2022-01-01,2022-03-21,5,3,Once a Week,3,3.0,I tried but could not find everything I need
CUS-1450750,2022,1,2022-01-01,2022-03-01,8,5,Once a Day,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1450750,2022,1,2022-01-01,2022-03-21,8,5,Once a Day,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1450750,2022,2,2022-04-01,2022-06-28,9,5,Once a Day,5,4.0,I tried but could not find everything I need
CUS-1450750,2022,1,2022-01-01,2022-03-01,7,3,Once a Week,4,4.0,I tried but could not find everything I need
CUS-1450750,2022,1,2022-01-01,2022-03-21,7,3,Once a Week,4,4.0,I tried but could not find everything I need
CUS-1450750,2022,2,2022-04-01,2022-06-23,8,4,Once a Week,4,4.0,I don't use it often
CUS-1450750,2022,2,2022-04-01,2022-06-28,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1068750,2022,1,2022-01-01,2022-03-30,10,5,Once a Week,5,3.0,"I can pull all the numbers, but don't understand them"
CUS-1472650,2022,3,2022-07-01,2022-09-28,8,5,Once a Week,5,5.0,I don't use it often
CUS-1205200,2022,1,2022-01-01,2022-03-01,8,4,Once a Week,4,4.0,I don't use it often
CUS-1205200,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,4,4.0,I don't use it often
CUS-1205200,2022,3,2022-07-01,2022-09-29,8,4,Once a Month,4,3.0,I tried but could not find everything I need
CUS-1205200,2022,2,2022-04-01,2022-06-21,8,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1205200,2022,3,2022-07-01,2022-09-29,8,4,Once a Month,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1438700,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,4,5.0,I tried but could not find everything I need
CUS-1438700,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,4,5.0,I tried but could not find everything I need
CUS-1438700,2022,1,2022-01-01,2022-03-01,8,4,Once a Week,4,4.0,I tried but could not find everything I need
CUS-1438700,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,4,4.0,I tried but could not find everything I need
CUS-1438700,2022,3,2022-07-01,2022-07-05,6,3,Once a Week,3,4.0,I am able to report everything easily
CUS-1438700,2022,3,2022-07-01,2022-09-05,6,4,Once a Week,3,4.0,I am able to report everything easily
CUS-1438700,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,,I am able to report everything easily
CUS-1438700,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,,I am able to report everything easily
CUS-1438700,2022,2,2022-04-01,2022-05-11,7,4,Once a Week,4,4.0,I tried but could not find everything I need
CUS-1438700,2022,3,2022-07-01,2022-08-16,8,4,Once a Week,4,3.0,"I can pull all the numbers, but don't understand them"
CUS-1440250,2022,2,2022-04-01,2022-05-09,10,5,Once a Day,4,5.0,"I can pull all the numbers, but don't understand them"
CUS-1440250,2022,3,2022-07-01,2022-07-26,8,4,Once a Day,4,5.0,I am able to report everything easily
CUS-160150,2022,1,2022-01-01,2022-02-01,4,3,Once a Day,3,3.0,"I can pull all the numbers, but don't understand them"
CUS-160150,2022,1,2022-01-01,2022-02-01,6,4,Once a Day,4,5.0,"I can pull all the numbers, but don't understand them"
CUS-160150,2022,2,2022-04-01,2022-04-16,5,3,Once a Day,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-160150,2022,2,2022-04-01,2022-06-29,8,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-160150,2022,3,2022-07-01,2022-09-05,8,4,Once a Day,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1480300,2022,2,2022-04-01,2022-06-30,7,4,Once a Week,4,4.0,I am able to report everything easily
CUS-1025800,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,4,4.0,I am able to report everything easily
CUS-1025800,2022,3,2022-07-01,2022-09-27,7,4,Once a Week,4,4.0,I am able to report everything easily
CUS-711000,2022,3,2022-07-01,2022-09-22,7,4,Once a Day,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1489750,2022,3,2022-07-01,2022-09-05,0,1,Once a Month,1,2.0,I tried but could not find everything I need
CUS-1489750,2022,1,2022-01-01,2022-03-01,10,4,Once a Week,4,3.0,I don't use it often
CUS-1489750,2022,1,2022-01-01,2022-02-01,10,5,Once a Week,5,,I am able to report everything easily
CUS-1489750,2022,3,2022-07-01,2022-09-05,10,4,Once a Day,5,4.0,"I can pull all the numbers, but don't understand them"
CUS-1489750,2022,2,2022-04-01,2022-06-06,9,4,Once a Day,4,3.0,I tried but could not find everything I need
CUS-1262600,2022,1,2022-01-01,2022-03-01,8,5,Once a Week,5,,I tried but could not find everything I need
CUS-1262600,2022,2,2022-04-01,2022-05-22,9,5,Once a Week,4,3.0,I am able to report everything easily
CUS-1262600,2022,3,2022-07-01,2022-08-23,9,5,Once a Month,5,3.0,I am able to report everything easily
CUS-1262600,2022,3,2022-07-01,2022-08-23,10,5,Once a Month,5,4.0,I don't use it often
CUS-1262600,2022,3,2022-07-01,2022-09-21,10,5,Once a Month,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-157750,2022,1,2022-01-01,2022-03-01,8,5,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-189700,2022,1,2022-01-01,2022-03-01,10,5,Once a Month,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-189700,2022,2,2022-04-01,2022-05-09,10,5,Once a Month,3,4.0,I need someone from Insider team to provide me the report from the panel
CUS-189700,2022,3,2022-07-01,2022-09-21,10,5,Once a Month,5,5.0,I don't use it often
CUS-156650,2022,1,2022-01-01,2022-03-30,9,5,Once a Week,5,4.0,I tried but could not find everything I need
CUS-156650,2022,2,2022-04-01,2022-06-30,7,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-156650,2022,3,2022-07-01,2022-09-14,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-156650,2022,2,2022-04-01,2022-06-28,9,5,Once a Week,5,4.0,I don't use it often
CUS-156650,2022,3,2022-07-01,2022-09-14,7,3,Once a Week,3,4.0,I tried but could not find everything I need
CUS-156650,2022,2,2022-04-01,2022-06-28,8,5,Once a Day,4,4.0,I tried but could not find everything I need
CUS-156650,2022,3,2022-07-01,2022-09-14,7,3,Once a Month,4,4.0,I am able to report everything easily
CUS-812200,2022,1,2022-01-01,2022-02-01,8,4,Once a Week,4,,I am able to report everything easily
CUS-812200,2022,2,2022-04-01,2022-05-25,7,3,Once a Week,3,3.0,I don't use it often
CUS-1503300,2022,1,2022-01-01,2022-03-30,8,4,Once a Week,4,3.0,"I can pull all the numbers, but don't understand them"
CUS-1503300,2022,1,2022-01-01,2022-02-01,10,4,Once a Day,4,4.0,I tried but could not find everything I need
CUS-1478050,2022,3,2022-07-01,2022-09-28,8,4,Once a Month,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1478050,2022,1,2022-01-01,2022-03-31,7,4,Once a Day,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1478050,2022,1,2022-01-01,2022-03-31,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1478050,2022,2,2022-04-01,2022-06-28,9,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1457050,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1466200,2022,3,2022-07-01,2022-09-07,8,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1466200,2022,1,2022-01-01,2022-03-01,7,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1466200,2022,1,2022-01-01,2022-03-21,7,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1466200,2022,3,2022-07-01,2022-09-05,9,5,Once a Day,4,4.0,I am able to report everything easily
CUS-1006000,2022,1,2022-01-01,2022-03-01,10,5,Once a Week,5,,"I can pull all the numbers, but don't understand them"
CUS-1068750,2022,2,2022-04-01,2022-06-02,8,5,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-244800,2022,1,2022-01-01,2022-02-01,5,2,Once a Day,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-244800,2022,1,2022-01-01,2022-02-01,10,5,Once a Week,5,5.0,"I can pull all the numbers, but don't understand them"
CUS-244800,2022,2,2022-04-01,2022-04-22,8,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1469800,2022,1,2022-01-01,2022-03-01,9,5,Once a Day,4,4.0,I am able to report everything easily
CUS-1469800,2022,3,2022-07-01,2022-08-24,9,5,Once a Week,4,4.0,I am able to report everything easily
CUS-1469800,2022,2,2022-04-01,2022-04-18,5,3,Once a Week,3,2.0,I don't use it often
CUS-1293150,2022,2,2022-04-01,2022-06-15,8,4,Once a Week,3,3.0,"I can pull all the numbers, but don't understand them"
CUS-1293150,2022,2,2022-04-01,2022-06-20,7,5,Once a Week,4,4.0,I am able to report everything easily
CUS-462250,2022,1,2022-01-01,2022-03-01,8,4,Once a Week,0,,I am able to report everything easily
CUS-1446600,2022,2,2022-04-01,2022-05-11,8,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1446600,2022,2,2022-04-01,2022-06-20,7,4,Once a Week,4,3.0,I tried but could not find everything I need
CUS-1446600,2022,2,2022-04-01,2022-06-20,8,5,Once a Day,4,4.0,I am able to report everything easily
CUS-1446600,2022,1,2022-01-01,2022-02-01,8,5,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1446600,2022,2,2022-04-01,2022-05-12,8,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1501050,2022,1,2022-01-01,2022-03-21,6,3,Once a Week,1,1.0,"I can pull all the numbers, but don't understand them"
CUS-1160900,2022,1,2022-01-01,2022-03-21,7,4,Once a Week,4,,I don't use it often
CUS-768850,2022,3,2022-07-01,2022-08-31,8,5,Once a Week,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-768850,2022,1,2022-01-01,2022-03-31,8,5,Once a Week,5,5.0,I don't use it often
CUS-768850,2022,3,2022-07-01,2022-08-31,8,5,Once a Day,5,5.0,I am able to report everything easily
CUS-768850,2022,3,2022-07-01,2022-08-31,10,5,Once a Month,4,4.0,I don't use it often
CUS-1464200,2022,1,2022-01-01,2022-03-21,8,5,Once a Day,5,5.0,"I can pull all the numbers, but don't understand them"
CUS-1464200,2022,3,2022-07-01,2022-09-27,8,4,Once a Week,4,4.0,I don't use it often
CUS-1464200,2022,3,2022-07-01,2022-09-26,7,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1468300,2022,2,2022-04-01,2022-05-09,10,4,Once a Week,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1468300,2022,2,2022-04-01,2022-05-16,10,5,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1468300,2022,3,2022-07-01,2022-09-20,10,5,Once a Month,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-158250,2022,1,2022-01-01,2022-02-01,9,5,Once a Day,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-158250,2022,2,2022-04-01,2022-06-03,9,5,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-158250,2022,3,2022-07-01,2022-08-05,8,4,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1283250,2022,1,2022-01-01,2022-03-21,7,3,Once a Day,3,3.0,"I can pull all the numbers, but don't understand them"
CUS-1283250,2022,3,2022-07-01,2022-09-27,7,4,Once a Day,4,3.0,"I can pull all the numbers, but don't understand them"
CUS-1283250,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1283250,2022,1,2022-01-01,2022-03-21,9,5,Once a Day,4,3.0,I am able to report everything easily
CUS-1464100,2022,2,2022-04-01,2022-06-24,7,4,Once a Day,4,3.0,I tried but could not find everything I need
CUS-1464100,2022,3,2022-07-01,2022-09-27,7,4,Once a Day,4,4.0,I tried but could not find everything I need
CUS-1464100,2022,3,2022-07-01,2022-09-23,9,5,Once a Day,5,5.0,I don't use it often
CUS-1464100,2022,2,2022-04-01,2022-06-28,9,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1500700,2022,1,2022-01-01,2022-03-28,9,5,Once a Week,5,5.0,I don't use it often
CUS-1500700,2022,2,2022-04-01,2022-06-10,10,5,Once a Month,5,5.0,I don't use it often
CUS-1500700,2022,3,2022-07-01,2022-09-19,10,5,Once a Month,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1500700,2022,2,2022-04-01,2022-06-06,9,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1500700,2022,3,2022-07-01,2022-07-05,10,4,Once a Month,4,4.0,I don't use it often
CUS-1482400,2022,3,2022-07-01,2022-09-29,8,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1443200,2022,2,2022-04-01,2022-05-31,9,3,Once a Week,4,4.0,I tried but could not find everything I need
CUS-160000,2022,1,2022-01-01,2022-02-01,1,2,Once a Day,2,2.0,I am able to report everything easily
CUS-160000,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-160000,2022,3,2022-07-01,2022-09-09,9,4,Once a Month,4,4.0,I tried but could not find everything I need
CUS-160000,2022,1,2022-01-01,2022-02-01,9,5,Once a Day,4,3.0,I tried but could not find everything I need
CUS-160000,2022,3,2022-07-01,2022-07-01,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-160000,2022,2,2022-04-01,2022-06-20,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-160000,2022,3,2022-07-01,2022-09-12,10,5,Once a Month,5,5.0,I tried but could not find everything I need
CUS-169100,2022,1,2022-01-01,2022-02-01,10,4,Once a Day,4,,"I can pull all the numbers, but don't understand them"
CUS-169100,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,5,,I need someone from Insider team to provide me the report from the panel
CUS-169100,2022,3,2022-07-01,2022-07-06,8,5,Once a Day,4,5.0,"I can pull all the numbers, but don't understand them"
CUS-169100,2022,3,2022-07-01,2022-08-23,7,5,Once a Day,3,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1435350,2022,1,2022-01-01,2022-03-31,8,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1435350,2022,2,2022-04-01,2022-06-30,7,4,Once a Day,4,4.0,I am able to report everything easily
CUS-330400,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,5,,I need someone from Insider team to provide me the report from the panel
CUS-330400,2022,3,2022-07-01,2022-09-19,8,4,Once a Week,4,4.0,I tried but could not find everything I need
CUS-1483450,2022,2,2022-04-01,2022-04-25,8,4,Once a Day,4,5.0,I am able to report everything easily
CUS-1483450,2022,3,2022-07-01,2022-07-21,8,4,Once a Week,4,4.0,I am able to report everything easily
CUS-1483450,2022,3,2022-07-01,2022-08-19,8,4,Once a Week,4,4.0,I am able to report everything easily
CUS-362650,2022,3,2022-07-01,2022-09-29,9,5,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-230450,2022,2,2022-04-01,2022-05-31,10,5,Once a Week,5,3.0,I tried but could not find everything I need
CUS-230450,2022,3,2022-07-01,2022-09-05,10,5,Once a Week,5,3.0,I tried but could not find everything I need
CUS-230450,2022,2,2022-04-01,2022-04-18,8,4,Once a Month,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-230450,2022,3,2022-07-01,2022-07-05,9,4,Once a Month,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1507850,2022,1,2022-01-01,2022-03-01,9,5,Once a Day,5,4.0,I am able to report everything easily
CUS-1507850,2022,1,2022-01-01,2022-03-21,9,5,Once a Day,5,4.0,I am able to report everything easily
CUS-1507850,2022,3,2022-07-01,2022-09-28,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-331650,2022,2,2022-04-01,2022-06-09,7,4,Once a Day,3,4.0,"I can pull all the numbers, but don't understand them"
CUS-331650,2022,3,2022-07-01,2022-09-22,6,3,Once a Day,3,4.0,I tried but could not find everything I need
CUS-1557750,2022,2,2022-04-01,2022-04-18,5,3,Once a Day,3,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1557750,2022,2,2022-04-01,2022-06-14,3,2,Once a Day,2,2.0,I tried but could not find everything I need
CUS-1479600,2022,3,2022-07-01,2022-09-23,9,4,Once a Day,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1477300,2022,3,2022-07-01,2022-09-29,8,5,Once a Week,5,5.0,I am able to report everything easily
CUS-1477300,2022,2,2022-04-01,2022-06-16,10,5,Once a Week,4,4.0,I am able to report everything easily
CUS-1477300,2022,1,2022-01-01,2022-02-01,9,5,Once a Week,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1477300,2022,1,2022-01-01,2022-03-21,9,5,Once a Week,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1477300,2022,2,2022-04-01,2022-05-11,9,5,Once a Week,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1357850,2022,1,2022-01-01,2022-03-25,10,4,Once a Day,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1357850,2022,2,2022-04-01,2022-06-28,8,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1357850,2022,3,2022-07-01,2022-07-05,8,4,Once a Day,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1357850,2022,3,2022-07-01,2022-08-05,10,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1357850,2022,1,2022-01-01,2022-03-29,10,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1179100,2022,3,2022-07-01,2022-09-06,8,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-398000,2022,1,2022-01-01,2022-03-28,9,4,Once a Day,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-398000,2022,2,2022-04-01,2022-06-03,9,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-398000,2022,3,2022-07-01,2022-09-20,8,4,Once a Month,5,5.0,I don't use it often
CUS-398000,2022,2,2022-04-01,2022-06-15,8,5,Once a Day,5,4.0,I tried but could not find everything I need
CUS-398000,2022,3,2022-07-01,2022-09-22,8,5,Once a Day,4,5.0,I tried but could not find everything I need
CUS-398000,2022,1,2022-01-01,2022-03-30,9,5,Once a Day,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1463000,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,4.0,I am able to report everything easily
CUS-1463000,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,4.0,I am able to report everything easily
CUS-1463000,2022,2,2022-04-01,2022-05-24,10,5,Once a Day,4,4.0,I am able to report everything easily
CUS-1463000,2022,3,2022-07-01,2022-07-05,10,5,Once a Day,4,4.0,I am able to report everything easily
CUS-1463000,2022,1,2022-01-01,2022-02-01,8,5,Once a Week,4,4.0,I tried but could not find everything I need
CUS-1463000,2022,2,2022-04-01,2022-04-22,9,5,Once a Week,4,3.0,I am able to report everything easily
CUS-1463000,2022,3,2022-07-01,2022-07-06,8,5,Once a Month,4,4.0,I tried but could not find everything I need
CUS-1516650,2022,3,2022-07-01,2022-09-20,7,4,Once a Day,4,3.0,"I can pull all the numbers, but don't understand them"
CUS-1516650,2022,3,2022-07-01,2022-09-27,6,4,Once a Day,4,3.0,I don't use it often
CUS-1451700,2022,3,2022-07-01,2022-07-05,10,5,Once a Day,4,4.0,I am able to report everything easily
CUS-1451700,2022,1,2022-01-01,2022-03-31,8,4,Once a Day,4,3.0,I tried but could not find everything I need
CUS-888350,2022,3,2022-07-01,2022-09-02,6,3,Once a Week,2,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1453800,2022,2,2022-04-01,2022-04-18,8,4,Once a Day,4,3.0,I am able to report everything easily
CUS-1453800,2022,1,2022-01-01,2022-03-01,9,5,Once a Month,5,4.0,I don't use it often
CUS-1453800,2022,2,2022-04-01,2022-05-05,8,4,Once a Week,4,3.0,I am able to report everything easily
CUS-1453800,2022,3,2022-07-01,2022-07-05,8,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1453800,2022,3,2022-07-01,2022-08-08,8,4,Once a Week,4,3.0,I am able to report everything easily
